sample	segments	clonality	ploidy	homozygousLoss	segvariance	grid_ploidy	grid_purity	use
IM_323	269	0.125247986440016	1.973	0.0434446284883786	0.219472526586804	2	0.7	TRUE
IM_325	70	0.176757307756368	1.797	0.00539568643576502	0.0985745121824203	1.8	0.63	FALSE
IM_325	70	0.181249797608501	4.495	0	0.394174717801352	4.5	0.58	FALSE
IM_325	70	0.18125591662378	3.495	0.00539568643576502	0.393667087824641	3.5	0.45	FALSE
IM_326	327	0.104338031897279	3.597	0.00997934020182151	0.324552546017845	3.6	0.68	TRUE
IM_329	222	0.0743030333442544	2.781	0	0.170159887983974	2.8	0.69	TRUE
IM_329	222	0.120764832532603	5.562	0	0.651380566493026	5.6	0.55	FALSE
IM_33	272	0.135593558009586	3.883	0.0604659182005347	1.06709126547076	3.9	0.65	FALSE
IM_33	272	0.158244638087104	2.884	0.0604659182005347	0.886534067614189	2.9	0.55	TRUE
IM_331	113	0.147760735428214	1.98	0.0142072674569668	0.178444720935183	2	0.51	FALSE
IM_332	273	0.165358954789122	2.143	0.819077671239294	0.328519121567924	2.1	0.71	TRUE
IM_332	273	0.199233768221211	3.201	0.819077671239294	0.984102642609719	3.2	0.51	FALSE
IM_332	273	0.199676169902215	4.099	0.0183939815343399	1.02347594916451	4.1	0.64	FALSE
IM_336	452	0.149460118954201	3.485	0.0950672913326251	0.289848196345618	3.5	0.75	FALSE
IM_336	452	0.171533938863206	4.484	0.0393381405325376	0.338078936217529	4.5	1	FALSE
IM_337	359	0.140992202230448	3.682	0.0993958820512423	0.416670258648286	3.7	0.72	FALSE
IM_337	359	0.149779797593513	1.791	0.0993958820512423	0.104180173839202	1.8	0.82	FALSE
IM_338	367	0.135166767722317	1.884	0.21622078536724	0.103233460042714	1.9	0.87	FALSE
IM_338	367	0.159088114280103	3.867	0.0360367550935644	0.459635667038226	3.9	0.73	FALSE
IM_338	367	0.168106141317312	4.865	0.0360367550935644	0.512650291826983	4.9	1	FALSE
IM_339	345	0.160389317545745	1.888	0.44586733030414	0.104021451492388	1.9	0.81	FALSE
IM_339	345	0.199789821444138	3.578	0.090703309143068	0.343103917266075	3.6	0.74	FALSE
IM_34	257	0.205697953746276	3.262	0.060544365241674	0.779169880194479	3.3	0.67	FALSE
IM_34	257	0.210967025968791	1.779	0.129737904924515	0.230696202445463	1.8	0.79	FALSE
IM_340	403	0.0945106353604098	1.889	0.151819491598313	0.126830749506271	1.9	0.83	TRUE
IM_340	403	0.130595150956493	3.678	0.0371356746929664	0.468650257238391	3.7	0.73	FALSE
IM_340	403	0.163817057204427	2.681	0.472934375534301	0.376371214590982	2.7	0.61	FALSE
IM_341	239	0.0736665181760893	1.788	0.154340808216931	0.146023111008131	1.8	0.84	TRUE
IM_341	239	0.135164847515228	2.785	0.0366963867556147	0.240682931734689	2.8	1	FALSE
IM_342	244	0.125428509636062	1.786	0.589706145645928	0.181446436910225	1.8	0.65	FALSE
IM_348	204	0.0824350934497353	1.799	0.0187523040926112	0.0734690462903368	1.8	0.75	FALSE
IM_348	204	0.108929079997505	3.599	0.0187523040926112	0.293876185161348	3.6	0.6	TRUE
IM_349	100	0.0420769188705442	3.273	0.0109126693625747	0.136644305852788	3.3	0.92	TRUE
IM_349	100	0.0815520796934765	6.546	0.0109126693625747	0.547382315691826	6.5	0.85	FALSE
IM_350	105	0.0665267810712787	3.178	0.0118782084844077	0.120372701101419	3.2	0.89	TRUE
IM_350	105	0.100979943142206	6.256	0.0118782084844077	0.464155779741167	6.3	0.81	FALSE
IM_351	103	0.0626501717213888	3.176	0.0119817155139158	0.168074098658655	3.2	0.93	TRUE
IM_351	103	0.104118418024282	6.353	0.0119817155139158	0.666620307406157	6.4	0.88	FALSE
IM_352	432	0.193537597260313	4.528	0	0.306080685885145	4.5	0.59	TRUE
IM_353	433	0.213366700627633	6.031	0	0.431120019752994	6	0.81	FALSE
IM_353	433	0.213454421554419	5.03	2.23067621049098	0.428344181106981	5	0.58	FALSE
IM_354	475	0.18610583746986	4.371	0.00890190955193804	0.353347469697205	4.4	0.68	TRUE
IM_357	118	0.0935181772795808	3.71	0	0.230773723885792	3.7	0.74	FALSE
IM_357	118	0.136192501640968	1.905	0.203889048213587	0.0635090591024141	1.9	0.83	TRUE
IM_358	110	0.122230831885021	3.702	0	0.287078743894496	3.7	0.64	FALSE
IM_358	110	0.131289499117124	1.901	0	0.0790295215688024	1.9	0.76	TRUE
IM_360	264	0.0907066425880452	1.784	0.194389091863162	0.149055729394339	1.8	0.74	TRUE
IM_360	264	0.15122727803969	3.568	0	0.592518257380806	3.6	0.59	FALSE
IM_361	212	0.0854882022148616	1.978	0.00651787768838221	0.0883061458817252	2	0.68	FALSE
IM_361	212	0.111065179197674	4.055	0	0.360928392882846	4.1	0.52	TRUE
IM_362	179	0.221793836574026	2.871	0.0163752589786761	0.295397166428841	2.9	0.5	FALSE
IM_362	179	0.224801409415075	3.767	0.00655011086941185	0.382193597738419	3.8	0.53	FALSE
IM_364	150	0.0339969215107119	1.801	0.00325115073501117	0.0666247706472434	1.8	0.8	TRUE
IM_364	150	0.0653916332256264	3.602	0.00325115073501117	0.27002183462196	3.6	0.66	FALSE
IM_367	359	0.0808171957695943	1.89	0.0572903836903171	0.0882082060108583	1.9	0.8	TRUE
IM_367	359	0.1440669271263	4.879	0	0.390626524189575	4.9	0.93	FALSE
IM_368	254	0.104993690447619	1.579	0.512111083528244	0.220059192445252	1.6	0.59	FALSE
IM_369	95	0.154678714737316	1.986	0.112239397742526	0.1975225468379	2	0.62	FALSE
IM_37	220	0.213268171042344	2.989	0.00541127832930415	0.287868154109582	3	0.76	FALSE
IM_37	220	0.21510269193751	6.674	0.00541127832930415	1.54150205090363	6.7	0.54	FALSE
IM_37	220	0.215311550123164	5.674	0.165586112558558	1.52228701367005	5.7	0.43	FALSE
IM_372	205	0.18409765049348	4.075	0	0.447995468240839	4.1	0.6	FALSE
IM_372	205	0.187287347107886	3.176	0.00543675601654778	0.410343547559526	3.2	0.5	TRUE
IM_372	205	0.197277352799164	2.684	0.00543675601654778	0.18769871903392	2.7	0.71	FALSE
IM_374	185	0.20145343444008	3.921	0.191572895291846	1.40954644967919	3.9	0.49	FALSE
IM_374	185	0.206707334706877	2.925	0.942711992756204	1.26523493551079	2.9	0.42	FALSE
IM_375	302	0.190614378725851	1.98	0.23904370543077	0.120943960297271	2	0.5	FALSE
IM_377	500	0.0984099044999235	1.983	0.0043186398186588	0.136888994981964	2	1	FALSE
IM_377	500	0.113354783088368	3.074	0.0043186398186588	0.328875810444168	3.1	1	FALSE
IM_377	500	0.134561258762758	4.066	0.0043186398186588	0.575276001411702	4.1	1	FALSE
IM_377	500	0.157274816020569	5.058	0.0043186398186588	0.890120689870219	5.1	1	FALSE
IM_381	196	0.0871032315621245	1.696	0.698364271099141	0.178523255203908	1.7	0.44	TRUE
IM_383	227	0.0502923051632148	1.794	0.384424514792959	0.0892835200980992	1.8	0.63	TRUE
IM_383	227	0.0937519503746183	3.588	0.380018536933123	0.356968383834721	3.6	0.46	FALSE
IM_385	206	0.0839526549302716	3.281	0	0.361112556997183	3.3	0.71	TRUE
IM_386	296	0.181356609325307	3.172	0	0.33659942387327	3.2	0.61	FALSE
IM_387	429	0.178017113220079	2.569	0	0.379925154435085	2.6	0.92	FALSE
IM_387	429	0.255744105988896	1.776	8.31169755856962	0.234857660176922	1.8	0.84	TRUE
IM_388	406	0.124001276715193	1.886	1.06795845750973	0.153077611825152	1.9	0.66	TRUE
IM_389	211	0.142888420158065	1.876	0.390223570651841	0.30445025486135	1.9	0.65	TRUE
IM_39	253	0.20120042211981	3.668	0.00432391472231246	1.07363717984015	3.7	0.6	FALSE
IM_39	253	0.207593509385702	2.671	1.72633701473143	0.875859438923638	2.7	0.52	FALSE
IM_390	345	0.187851758304034	2.981	0.0629646354096507	0.262922572261292	3	0.69	TRUE
IM_391	300	0.176606996245697	3.685	0	0.398991468222845	3.7	0.63	FALSE
IM_394	239	0.0903768596406521	1.985	0.0917579467552398	0.133084837936116	2	0.81	TRUE
IM_394	239	0.11630463837252	3.871	0	0.485682241431248	3.9	0.71	FALSE
IM_395	75	0.0905403573747922	1.797	0.00539504602171285	0.111254560794078	1.8	0.63	TRUE
IM_396	81	0.0702327753122704	1.798	0.00542201658395627	0.0527869722555476	1.8	0.7	TRUE
IM_396	81	0.0930706077677503	3.696	0	0.229975074891599	3.7	0.52	FALSE
IM_397	33	0.0123821317065241	1.997	0	0.0224203532869131	2	1	FALSE
IM_397	33	0.0185427385502724	2.995	0	0.0504457948955545	3	1	FALSE
IM_397	33	0.0247421984109145	3.994	0	0.0896814131476524	4	1	FALSE
IM_397	33	0.0308773641247293	4.992	0	0.140127208043207	5	1	FALSE
IM_397	33	0.0369743904444254	5.991	0	0.201783179582218	6	1	FALSE
IM_397	33	0.0429995742172978	6.989	0	0.274649327764685	7	1	FALSE
IM_397	33	0.0489888824120367	7.988	0	0.358725652590609	8	1	FALSE
IM_399	290	0.136816655264352	3.257	0	0.346176084157611	3.3	0.54	FALSE
IM_399	290	0.168565077592929	2.263	0.150936589693136	0.246411855344248	2.3	0.51	TRUE
IM_40	219	0.226759884081388	2.577	1.29509312621407	0.646105306072435	2.6	0.61	FALSE
IM_40	219	0.227112787029489	3.769	0.00540519449233632	1.182951137378	3.8	0.58	FALSE
IM_400	194	0.13977779608784	3.37	0	0.31376478147973	3.4	0.76	TRUE
IM_401	239	0.077214018253688	3.364	0	0.254646662151284	3.4	0.71	TRUE
IM_402	175	0.0884645465631781	3.365	0	0.342252376167183	3.4	0.72	TRUE
IM_403	485	0.144190167101002	2.68	0.078994866524732	0.127722763178409	2.7	0.66	FALSE
IM_403	485	0.161443132538935	5.26	0.00541057616666466	0.511721432182839	5.3	0.48	TRUE
IM_411	166	0.0502965568236479	1.602	0.0291384022896993	0.141424083309913	1.6	0.7	TRUE
IM_412	180	0.0524994907039106	1.603	0.0302780560902469	0.122880493939865	1.6	0.69	TRUE
IM_412	180	0.0989460833245172	3.306	0.0302780560902469	0.467110129070457	3.3	0.56	FALSE
IM_414	102	0.0485073414742953	3.878	0	0.366876098052169	3.9	0.91	TRUE
IM_414	102	0.0550178284805877	2.878	0.00545044623315184	0.3455507324968	2.9	0.65	FALSE
IM_414	102	0.163040414604484	4.873	0	0.524577424340299	4.9	1	FALSE
IM_415	108	0.146981421022991	2.776	0.00545044624503486	0.3365816325946	2.8	0.5	TRUE
IM_415	108	0.146983666320412	4.776	0	0.339420773396586	4.8	0.99	FALSE
IM_415	108	0.14703429564236	3.776	0	0.340844815354911	3.8	0.66	FALSE
IM_415	108	0.179038226827547	5.672	0	0.474632692838478	5.7	1	FALSE
IM_420	129	0.035246272747734	1.993	0	0.0480814228675189	2	1	FALSE
IM_420	129	0.0522200010106254	2.99	0	0.108183201451917	3	1	FALSE
IM_420	129	0.0678769169089171	3.987	0	0.192325691470075	4	1	FALSE
IM_420	129	0.0821907502415753	4.983	0	0.300508892921993	5	1	FALSE
IM_420	129	0.095024013717711	5.98	0	0.43273280580767	6	1	FALSE
IM_420	129	0.107790540553466	6.976	0	0.588997430127106	7	1	FALSE
IM_421	261	0.149834655021968	1.674	0.498852721219669	0.204361486776455	1.7	0.61	FALSE
IM_422	247	0.139968672484132	2.991	0.0324758624251386	0.266671104107573	3	0.59	TRUE
IM_422	247	0.172812753456096	7.081	0	1.02556421542329	7.1	0.57	FALSE
IM_422	247	0.173021109633494	6.081	0.0324758624251386	1.03432284669746	6.1	0.44	FALSE
IM_423	108	0.0536846816765208	1.787	0.00863420213284328	0.0989126202707898	1.8	0.7	TRUE
IM_423	108	0.112949359324313	3.574	0.00863420213284328	0.3746648575201	3.6	0.56	FALSE
IM_424	47	0.020884611113801	1.991	0	0.0622280234449087	2	1	FALSE
IM_424	47	0.0312582949915373	2.987	0	0.140013052751044	3	1	FALSE
IM_424	47	0.0411890383828802	3.982	0	0.248912093779635	4	1	FALSE
IM_424	47	0.0502503278494895	4.978	0	0.388925146530679	5	1	FALSE
IM_424	47	0.0587196088482642	5.974	0	0.560052211004178	6	1	FALSE
IM_426	94	0.121229707348471	1.877	0.0140259305959028	0.21671141925947	1.9	0.6	TRUE
IM_428	141	0.0832768806662455	3.871	0	0.346784991058809	3.9	1	TRUE
IM_428	141	0.0848074419960912	2.871	0.00545669204750758	0.336402797404721	2.9	0.68	FALSE
IM_428	141	0.181810378038496	1.58	3.25875788842259	0.169302781014534	1.6	0.64	FALSE
IM_43	194	0.0533704812963836	1.992	0	0.054925160369275	2	1	FALSE
IM_43	194	0.0791619584905369	2.988	0	0.123581610830869	3	1	FALSE
IM_43	194	0.101473269937879	3.984	0	0.2197006414771	4	1	FALSE
IM_43	194	0.118138968317497	4.98	0	0.343282252307969	5	1	FALSE
IM_43	194	0.132050105704998	5.976	0	0.494326443323475	6	1	FALSE
IM_430	276	0.162705763632856	2.984	0.0044603163249097	0.215619842330681	3	0.57	TRUE
IM_431	290	0.0901478796346178	2.685	0.0120940865088874	0.120734538993542	2.7	0.78	TRUE
IM_431	290	0.133890267359247	4.469	0.0120940865088874	0.546485886929894	4.5	0.45	FALSE
IM_431	290	0.133927843824287	5.469	0.00769624686446538	0.547089072189654	5.5	0.58	FALSE
IM_432	34	0.0330147910156643	3.478	0.00544113386185179	0.260993288957512	3.5	0.61	FALSE
IM_432	34	0.112355705961287	2.382	1.21011609321956	0.169256082798639	2.4	0.58	FALSE
IM_433	266	0.166152752298292	4.111	0	0.485613605688565	4.1	0.95	TRUE
IM_434	131	0.0426862865384534	2.087	0.11352452846645	0.0548159114616282	2.1	0.92	TRUE
IM_434	131	0.0646228564778508	4.076	0.11352452846645	0.2076345397467	4.1	0.86	FALSE
IM_434	131	0.0969762347039373	6.163	0.11352452846645	0.475892148348478	6.2	0.8	FALSE
IM_435	150	0.0672392994615949	1.797	0	0.101007789650051	1.8	0.84	TRUE
IM_435	150	0.107997503359378	3.695	0	0.42578227137507	3.7	0.72	FALSE
IM_438	218	0.114949934483508	1.982	0	0.116861814853005	2	1	FALSE
IM_438	218	0.162482015817306	2.973	0	0.262939083419261	3	1	FALSE
IM_438	218	0.194750327221933	3.964	0	0.467447259412019	4	1	FALSE
IM_440	260	0.217837594740544	2.549	0.00873749978037839	0.486012770032772	2.5	0.89	FALSE
IM_440	260	0.227234183991724	4.316	0.00873749978037839	1.30904730346602	4.3	0.88	FALSE
IM_445	265	0.092989579262809	1.981	0.177355304605824	0.142833639010964	2	0.65	TRUE
IM_449	242	0.144990559552323	2.803	0.0120497045672409	0.285796924232797	2.8	0.65	TRUE
IM_449	242	0.184297212004889	6.507	0.0120497045672409	1.06530864564188	6.5	0.67	FALSE
IM_5	75	0.0860802010155889	4.89	0.00545835986455062	0.369794919451977	4.9	0.83	TRUE
IM_5	75	0.0960222924858033	2.495	0.00545835986455062	0.0921507711754248	2.5	0.93	FALSE
IM_5	75	0.139224717325118	7.385	0.00545835986455062	0.838936215708792	7.4	0.77	FALSE
IM_55	225	0.220542787060837	3.041	0	0.862313551892469	3	0.68	FALSE
IM_56	175	0.129569503977406	1.888	0.309052115308933	0.230811021320314	1.9	0.56	TRUE
IM_57	112	0.14326252136058	2.066	3.20299737834825	0.213113112027265	2.1	0.66	FALSE
IM_59	260	0.198143011008688	2.083	0.412741412945918	0.155717729423127	2.1	0.61	FALSE
IM_59	260	0.220887763416985	3.87	0.0511841776233365	0.462297762998165	3.9	0.51	FALSE
IM_6	61	0.100351050853578	2.488	0.00545847901490801	0.155847055427232	2.5	0.94	TRUE
IM_6	61	0.177024093864526	3.385	0.00545847901490801	0.260926528300547	3.4	1	FALSE
IM_6	61	0.217045363018941	4.08	0.00545847901490801	0.4265577608405	4.1	0.89	FALSE
IM_61	24	0.0168627419600624	1.989	0	0.0816872733634255	2	1	FALSE
IM_61	24	0.0253156530919099	2.984	0	0.183796365067707	3	1	FALSE
IM_61	24	0.0337254839201247	3.978	0	0.326749093453702	4	1	FALSE
IM_62	154	0.0359574132696265	1.992	0	0.0513066135993482	2	1	FALSE
IM_62	154	0.0532626341156138	2.989	0	0.115439880598533	3	1	FALSE
IM_62	154	0.0684649609514315	3.985	0	0.205226454397393	4	1	FALSE
IM_62	154	0.0812508670702621	4.981	0	0.320666334995926	5	1	FALSE
IM_62	154	0.0922270700419569	5.977	0	0.461759522394134	6	1	FALSE
IM_62	154	0.102975484198206	6.973	0	0.628506016592016	7	1	FALSE
IM_62	154	0.113047470856832	7.97	0	0.820905817589571	8	1	FALSE
IM_63	25	0.0147704115329251	1.992	0	0.055658634570954	2	1	FALSE
IM_63	25	0.0221579929116515	2.989	0	0.125231927784646	3	1	FALSE
IM_63	25	0.0295408230658488	3.985	0	0.222634538283816	4	1	FALSE
IM_63	25	0.0368962414937827	4.981	0	0.347866466068462	5	1	FALSE
IM_66	225	0.0684377635392093	1.801	0.248880528626019	0.064992960798882	1.8	0.9	TRUE
IM_66	225	0.112386315862793	3.502	0.248880528626019	0.242930353665888	3.5	0.83	FALSE
IM_66	225	0.123561663678362	5.303	0.248880528626019	0.565811952439706	5.3	0.75	FALSE
IM_68	206	0.16209472398864	2.573	0.00763580028033512	0.329856008828579	2.6	0.93	TRUE
IM_68	206	0.207543025456053	5.149	0	1.18812965959388	5.1	0.99	FALSE
IM_68	206	0.227546970522545	3.961	0	0.697604380953498	4	1	FALSE
IM_7	169	0.142884560980916	3.069	0.0119625975667566	0.539084420689982	3.1	0.46	TRUE
IM_70	107	0.245609837965971	1.776	2.29769242980287	0.218618589611859	1.8	0.76	FALSE
IM_71	325	0.124661616700546	1.786	0.303746391386696	0.143962375169104	1.8	0.72	FALSE
IM_71	325	0.17087078628984	3.571	0.030926854161596	0.594042680231203	3.6	0.55	FALSE
IM_72	539	0.148395845633155	1.786	1.50535217282302	0.136829019509766	1.8	0.75	FALSE
IM_72	539	0.193361148594217	3.571	0.0309015990346768	0.573117200164513	3.6	0.58	FALSE
IM_73	215	0.179709591150199	1.765	0.102325075473849	0.361853555888224	1.8	0.72	FALSE
IM_75	411	0.153582990916774	1.685	2.87578511561155	0.15898002857691	1.7	0.71	FALSE
IM_79	166	0.219128421879009	2.869	0	0.329338818146595	2.9	0.81	FALSE
IM_80	401	0.119868179677422	3.185	0.100950834556787	0.236118884524831	3.2	0.74	TRUE
IM_81	126	0.0797454190566521	1.889	0.0780072770123609	0.151430708598986	1.9	0.81	TRUE
IM_82	255	0.17756187992729	2.582	0.228879769091981	0.231209105092888	2.6	0.79	FALSE
IM_82	255	0.227269245043964	1.785	7.71497960137465	0.156657313877826	1.8	0.72	TRUE
IM_84	207	0.092718537462608	1.982	0.0378083393921583	0.158128579027098	2	0.59	TRUE
IM_85	272	0.0990345164337529	1.887	0.843000219784744	0.174972039917064	1.9	0.48	TRUE
IM_87	245	0.223534308004525	3.066	0.0269936894398449	0.570137105523671	3.1	0.67	FALSE
IM_87	245	0.236158306994729	1.875	1.7783487866109	0.302771186373315	1.9	0.65	FALSE
IM_9	232	0.112229940107416	4.09	0	0.482441786552394	4.1	0.39	TRUE
IM_9	232	0.112266657818568	3.09	0.262374973331062	0.473460271566729	3.1	0.33	FALSE
IM_91	101	0.187351766615576	1.693	2.02990755950164	0.146783838431792	1.7	0.68	FALSE
IM_91	101	0.194130175337224	2.592	0.00541016560497837	0.234695673404034	2.6	0.73	FALSE
IM_92	315	0.092510575232158	1.887	0.00867728295165417	0.176330109791538	1.9	0.68	TRUE
IM_98	138	0.0442597107470749	1.988	0	0.0837935322335053	2	1	FALSE
IM_98	138	0.0645131893076216	2.982	0	0.188535447525387	3	1	FALSE
IM_98	138	0.0812540687094019	3.977	0	0.335174128934021	4	1	FALSE
IM_98	138	0.0953396207008279	4.971	0	0.523709576459408	5	1	FALSE
JBLAB-19302	202	0.124464997352395	2.677	0.0173273494045942	0.305223989257441	2.7	0.44	TRUE
JBLAB-19303	253	0.133193155143045	2.575	0.0184125092634827	0.346770831036014	2.6	0.47	TRUE
JBLAB-19304	195	0.0731883741182262	1.893	0.314096699495254	0.169145146946938	1.9	0.49	TRUE
JBLAB-19305	254	0.110541956920199	3.556	0	0.324834896289858	3.6	0.57	TRUE
JBLAB-19311	85	0.0414039445011697	1.8	0.0187740480750208	0.100148186561497	1.8	0.78	TRUE
JBLAB-19311	85	0.0947630279308435	3.601	0.0187740480750208	0.362623299597316	3.6	0.69	FALSE
JBLAB-19312	188	0.0677608786365954	2.178	0	0.113308519386975	2.2	0.78	TRUE
JBLAB-19312	188	0.0948128299811646	5.257	0	0.42979048927012	5.3	0.96	FALSE
JBLAB-19312	188	0.0948186862053435	4.257	0	0.428767544281618	4.3	0.65	FALSE
JBLAB-19312	188	0.12984893013636	7.336	0	0.948532412308937	7.3	0.77	FALSE
JBLAB-19313	225	0.0771879407034176	2.081	0	0.0898762704919508	2.1	0.81	TRUE
JBLAB-19313	225	0.100434097886483	5.261	0	0.391472409547104	5.3	0.97	FALSE
JBLAB-19313	225	0.100495290624189	4.26	0	0.393675662338209	4.3	0.65	FALSE
JBLAB-19313	225	0.120768537383787	7.342	0	0.849816389369478	7.3	0.8	FALSE
JBLAB-19313	225	0.120795125292249	6.342	0	0.851704659844825	6.3	0.57	FALSE
JBLAB-19315	206	0.181689472020094	4.148	0	1.24655752840316	4.1	0.34	FALSE
JBLAB-19316	170	0.0603646896470237	1.688	0.126461900166989	0.172223915103002	1.7	0.43	TRUE
JBLAB-19317	164	0.0884208134737745	1.683	0.365812179911695	0.183735653991629	1.7	0.56	TRUE
JBLAB-19318	124	0.0764835085706604	1.689	0.0489900771414256	0.168549754994446	1.7	0.5	TRUE
JBLAB-19320	41	0.0172200461656041	1.994	0.00431738054320748	0.0437056079969783	2	1	FALSE
JBLAB-19320	41	0.0257057706674115	2.991	0.00431738054320748	0.0983376179932012	3	1	FALSE
JBLAB-19320	41	0.0339292148903552	3.988	0.00431738054320748	0.174822431987913	4	1	FALSE
JBLAB-19320	41	0.0421557189207415	4.985	0.00431738054320748	0.273160049981114	5	1	FALSE
JBLAB-19320	41	0.0504607906332531	5.982	0.00431738054320748	0.393350471972805	6	1	FALSE
JBLAB-19320	41	0.058874407199278	6.979	0.00431738054320748	0.535393697962984	7	1	FALSE
JBLAB-19320	41	0.0672069658303318	7.976	0.00431738054320748	0.699289727951653	8	1	FALSE
JBLAB-19321	165	0.149313207383153	1.982	0.488727894844246	0.172720466368386	2	0.87	TRUE
JBLAB-19321	165	0.211585789069106	3.765	0	0.696664237257179	3.8	0.71	FALSE
JBLAB-19322	149	0.11206173283459	1.985	0.743759665747846	0.106177980768306	2	0.76	TRUE
JBLAB-19322	149	0.165685769897578	3.97	0	0.436113078697057	4	0.6	FALSE
JBLAB-19323	156	0.151375751108611	1.782	0.0932055238993457	0.19849587898996	1.8	0.64	TRUE
JBLAB-19324	169	0.206273138674022	5.998	0.00651695725264057	0.628619928555877	6	0.34	FALSE
JBLAB-19324	169	0.207904212567364	4.399	0.00651695725264057	0.34095522357487	4.4	0.41	FALSE
JBLAB-19324	169	0.207926484593866	3.399	0.00977541777620125	0.341358617411279	3.4	0.34	TRUE
JBLAB-19325	88	0.0425105127189961	2.091	0.027048815212441	0.0413722710493007	2.1	0.84	TRUE
JBLAB-19325	88	0.0590077185756692	4.281	0.022721017761951	0.173308508778619	4.3	0.72	FALSE
JBLAB-19325	88	0.0798930287708985	6.372	0.022721017761951	0.380614660745319	6.4	0.64	FALSE
JBLAB-19326	139	0.0936455505794301	1.696	0.0868101611656493	0.0837614652970075	1.7	0.61	FALSE
JBLAB-19326	139	0.117182229391682	4.492	0	0.363325747707568	4.5	0.54	TRUE
JBLAB-19326	139	0.117839595920687	3.492	0.0477455759812761	0.3701749255728	3.5	0.42	FALSE
JBLAB-19328	270	0.168069456037104	3.777	0.117951513110066	0.473745450418643	3.8	0.8	FALSE
JBLAB-19329	201	0.152990790110435	3.764	0.114060978435683	0.447952777407477	3.8	0.78	FALSE
JBLAB-19329	201	0.189249593619051	1.882	1.00156408465658	0.111033177333167	1.9	0.88	FALSE
JBLAB-19330	194	0.151141610099148	3.387	0.0583718666637819	0.367357579271622	3.4	0.65	FALSE
JBLAB-19330	194	0.168103560209417	1.693	2.24897277674399	0.109096761419681	1.7	0.73	TRUE
JBLAB-19331	208	0.0502046679666879	1.602	0.0281147248887529	0.089672772515882	1.6	0.71	TRUE
JBLAB-19331	208	0.0820254181744519	3.305	0.0281147248887529	0.374073563471151	3.3	0.55	FALSE
JBLAB-19332	283	0.116879381702753	2.707	0	0.133689645091647	2.7	0.79	TRUE
JBLAB-19332	283	0.153692190654903	5.314	0	0.478975483638663	5.3	0.71	FALSE
JBLAB-19333	292	0.0874471710373155	3.381	0	0.184399481562461	3.4	0.55	TRUE
JBLAB-19334	310	0.156440402122824	3.196	0.323850222040574	0.212486174526014	3.2	0.63	TRUE
JBLAB-19334	310	0.179500900136108	6.193	0.288957314104674	0.693608891980026	6.2	0.54	FALSE
JBLAB-19335	209	0.0965653790329982	1.993	0.0151332645713671	0.161103801924518	2	0.75	TRUE
JBLAB-19335	209	0.165185187382868	3.888	0.0151332645713671	0.472462071612699	3.9	0.75	FALSE
JBLAB-19336	402	0.213718161027052	6.133	0	0.775153780781455	6.1	0.81	FALSE
JBLAB-19336	402	0.22091210794977	2.864	0	0.226206769930457	2.9	0.74	FALSE
JBLAB-19336	402	0.220919482156177	1.864	4.05113514276647	0.226332489246616	1.9	0.54	FALSE
JBLAB-19336	402	0.225293266891911	3.762	0	0.251661013289094	3.8	1	FALSE
JBLAB-19336	402	0.227094757202388	4.751	0	0.419346835903704	4.8	0.95	FALSE
JBLAB-19337	96	0.0893657193202131	1.895	0.00972009552156947	0.132504413477409	1.9	0.67	TRUE
JBLAB-19337	96	0.118995270850894	3.791	0.00540005706760753	0.482199029477013	3.8	0.54	FALSE
JBLAB-19338	99	0.0906221344543273	3.888	0	0.353937368678824	3.9	1	TRUE
JBLAB-19338	99	0.117877945244948	6.779	0	1.07600683285397	6.8	1	FALSE
JBLAB-19338	99	0.128584055608593	5.78	0	0.983977123558829	5.8	0.74	FALSE
JBLAB-19339	305	0.117112254051829	1.881	0.201906547603391	0.312872442535718	1.9	0.43	FALSE
JBLAB-4101	84	0.148290042856796	1.975	0.211457373237825	0.163645553262891	2	0.61	TRUE
JBLAB-4102	78	0.107355317612108	1.876	0.0161841262735568	0.144924081141017	1.9	0.71	TRUE
JBLAB-4103	104	0.0939737584688091	1.88	0.137040854852456	0.0887807475544779	1.9	0.74	TRUE
JBLAB-4103	104	0.147570144930757	4.757	0.00539527894176621	0.402203869991352	4.8	0.73	FALSE
JBLAB-4104	49	0.0455140508541233	2.488	0.00545883655679156	0.156697676710135	2.5	0.81	TRUE
JBLAB-4104	49	0.0945190118058845	4.878	0.00545883655679156	0.524403136089943	4.9	0.79	FALSE
JBLAB-4105	57	0.047285112594704	4.883	0.00545979031033947	0.49907282820983	4.9	0.65	TRUE
JBLAB-4105	57	0.0531676717638483	2.491	0.00545979031033947	0.131164162048488	2.5	0.78	FALSE
JBLAB-4105	57	0.116447030692604	3.885	0.00545979031033947	0.418225068019906	3.9	0.56	FALSE
JBLAB-4106	262	0.110470122120634	2.678	0.0549280127693821	0.391558176765722	2.7	0.56	TRUE
JBLAB-4108	210	0.0547200309886937	1.901	0.00657451389627841	0.0935889656280059	1.9	0.89	TRUE
JBLAB-4108	210	0.0961371875524883	3.701	0.00657451389627841	0.352838014915001	3.7	0.81	FALSE
JBLAB-4108	210	0.134161958369863	5.602	0.00657451389627841	0.733128311919544	5.6	0.83	FALSE
JBLAB-4109	178	0.0531084905601078	1.884	0.00648645086651829	0.166738626456882	1.9	0.8	TRUE
